Ligand,Target,Binding Energy,Unbound Energy,Date Created,Info
ZINC00608899_1789,promutation,-6.42,-0.32,2019.04.27 16:39:16,Autodock 4.2
ZINC00619843_1773,promutation,-6.97,-0.85,2019.04.27 16:39:23,Autodock 4.2
ZINC00619844_1807,promutation,-7.02,-0.64,2019.04.27 16:40:07,Autodock 4.2
ZINC00625824_1697,promutation,-8.1,-0.62,2019.04.27 16:40:12,Autodock 4.2
ZINC00630481_2210,promutation,-9.02,-0.16,2019.04.27 16:40:18,Autodock 4.2
ZINC00630537_2123,promutation,-7.36,-0.66,2019.04.27 16:40:23,Autodock 4.2
ZINC00940960_2350,promutation,-7.36,1.12,2019.04.27 16:40:28,Autodock 4.2
ZINC00940994_2555,promutation,-7.65,-0.37,2019.04.27 16:40:36,Autodock 4.2
ZINC00959311_2447,promutation,-7.85,-0.94,2019.04.27 16:40:40,Autodock 4.2
ZINC01105770_1476,promutation,-8.13,-0.37,2019.04.27 16:40:45,Autodock 4.2
ZINC01150863_2291,promutation,-8.74,-0.61,2019.04.27 16:41:09,Autodock 4.2
ZINC01227704_2220,promutation,-6.5,-0.26,2019.04.27 16:41:25,Autodock 4.2
ZINC01324022_1698,promutation,-7.99,-1.17,2019.04.27 16:41:30,Autodock 4.2
ZINC01405361_2201,promutation,-5.69,-0.3,2019.04.27 16:41:35,Autodock 4.2
ZINC01432234_2091,promutation,-7.56,-0.79,2019.04.27 16:41:39,Autodock 4.2
ZINC01511075_1572,promutation,-7.98,-0.84,2019.04.27 16:41:59,Autodock 4.2
ZINC01683947_1492,promutation,-5.88,-0.46,2019.04.27 16:42:04,Autodock 4.2
ZINC01786848_2199,promutation,-8.21,-0.57,2019.04.27 16:42:15,Autodock 4.2
ZINC01824137_1678,promutation,-6.65,-0.14,2019.04.27 16:42:23,Autodock 4.2
ZINC01831740_2513,promutation,-7.01,0.27,2019.04.27 16:42:28,Autodock 4.2
ZINC01831741_2501,promutation,-6.06,-1.36,2019.04.27 16:42:38,Autodock 4.2
ZINC01831742_2484,promutation,-6.1,-0.24,2019.04.27 16:42:46,Autodock 4.2
ZINC01831743_2469,promutation,-5.84,0.16,2019.04.27 16:42:51,Autodock 4.2
ZINC01870266_2193,promutation,-8.69,0.42,2019.04.27 16:42:56,Autodock 4.2
ZINC01870267_2018,promutation,-7.7,0.38,2019.04.27 16:43:02,Autodock 4.2
ZINC02070656_2361,promutation,-7.06,-0.2,2019.04.27 16:43:11,Autodock 4.2
ZINC02087436_1960,promutation,-5.68,0.07,2019.04.27 16:43:17,Autodock 4.2
ZINC02087803_1937,promutation,-7.39,-0.02,2019.04.27 16:46:07,Autodock 4.2
ZINC02087805_1924,promutation,-7.14,0.23,2019.04.27 16:46:12,Autodock 4.2
ZINC02090407_1885,promutation,-5.86,-0.05,2019.04.27 16:46:17,Autodock 4.2
ZINC02094928_1814,promutation,-5.16,-0.14,2019.04.27 16:46:21,Autodock 4.2
ZINC02094930_1805,promutation,-4.67,-0.2,2019.04.27 16:46:26,Autodock 4.2
ZINC02097535_1687,promutation,-8.7,0.13,2019.04.27 16:47:01,Autodock 4.2
ZINC02097537_1704,promutation,-8.75,-0.95,2019.04.27 16:47:39,Autodock 4.2
ZINC02097539_1734,promutation,-7.34,0.48,2019.04.27 16:48:03,Autodock 4.2
ZINC02099240_1647,promutation,-8.8,-0.25,2019.04.27 16:48:09,Autodock 4.2
ZINC02099315_1857,promutation,-7.86,-0.76,2019.04.27 16:48:25,Autodock 4.2
ZINC02099358_1897,promutation,-7.42,-0.8,2019.04.27 16:48:38,Autodock 4.2
ZINC02099716_1717,promutation,-7.26,-0.18,2019.04.27 16:49:30,Autodock 4.2
ZINC02100873_1665,promutation,-7.17,0.01,2019.04.27 16:49:36,Autodock 4.2
ZINC02102900_1598,promutation,-5.67,-0.54,2019.04.27 16:49:41,Autodock 4.2
ZINC02102902_1591,promutation,-5.46,-0.48,2019.04.27 16:50:03,Autodock 4.2
ZINC02102903_1585,promutation,-5.3,-0.51,2019.04.27 16:50:12,Autodock 4.2
ZINC02102905_1570,promutation,-5.6,-0.53,2019.04.27 16:50:24,Autodock 4.2
ZINC02103970_2444,promutation,-8.33,-0.58,2019.04.27 16:50:30,Autodock 4.2
ZINC02105869_1500,promutation,-5.34,-1.09,2019.04.27 16:50:47,Autodock 4.2
ZINC02105872_1493,promutation,-7.11,-0.4,2019.04.27 16:50:51,Autodock 4.2
ZINC02106090_1484,promutation,-4.9,-0.09,2019.04.27 16:51:38,Autodock 4.2
ZINC02106501_1475,promutation,-4.51,-0.84,2019.04.27 16:51:43,Autodock 4.2
ZINC02106630_1439,promutation,-5.46,-0.07,2019.04.27 16:51:48,Autodock 4.2
ZINC02106758_1609,promutation,-8.41,0.5,2019.04.27 16:51:52,Autodock 4.2
ZINC02106854_1512,promutation,-6.88,-0.64,2019.04.27 16:52:06,Autodock 4.2
ZINC02107300_1436,promutation,-4.15,-0.51,2019.04.27 16:52:24,Autodock 4.2
ZINC02107964_1363,promutation,-9.46,-0.59,2019.04.27 16:52:37,Autodock 4.2
ZINC02107997_1437,promutation,-7.82,0.02,2019.04.27 16:53:07,Autodock 4.2
ZINC02107998_1450,promutation,-8.3,-0.08,2019.04.27 16:53:12,Autodock 4.2
ZINC02108063_1426,promutation,-6.04,0.02,2019.04.27 16:53:16,Autodock 4.2
ZINC02108094_1706,promutation,-7.31,-0.88,2019.04.27 16:53:42,Autodock 4.2
ZINC02108106_1748,promutation,-8.56,-0.54,2019.04.27 16:53:50,Autodock 4.2
ZINC02108147_1979,promutation,-7.48,-0.71,2019.04.27 16:53:55,Autodock 4.2
ZINC02108177_2165,promutation,-7.88,-0.04,2019.04.27 16:53:59,Autodock 4.2
ZINC02108204_2263,promutation,-6.14,-0.48,2019.04.27 16:54:17,Autodock 4.2
ZINC02108237_2462,promutation,-7.19,-1.07,2019.04.27 16:54:39,Autodock 4.2
ZINC02108239_2478,promutation,-7.92,-0.39,2019.04.27 16:54:56,Autodock 4.2
ZINC02108240_2514,promutation,-7.45,-0.81,2019.04.27 16:55:17,Autodock 4.2
ZINC02108242_2536,promutation,-7.02,-0.87,2019.04.27 16:55:37,Autodock 4.2
ZINC02108268_2730,promutation,-8.4,0.39,2019.04.27 16:56:04,Autodock 4.2
ZINC02108713_1414,promutation,-5.73,-0.98,2019.04.27 16:56:57,Autodock 4.2
ZINC02108714_1408,promutation,-4.84,-3.25,2019.04.27 16:57:03,Autodock 4.2
ZINC02109129_1401,promutation,-6.62,0.58,2019.04.27 16:57:08,Autodock 4.2
ZINC02109405_1391,promutation,-5.78,-0.28,2019.04.27 16:57:27,Autodock 4.2
ZINC02109408_1380,promutation,-5.56,-1.25,2019.04.27 16:57:49,Autodock 4.2
ZINC02109410_1371,promutation,-5.71,-1.03,2019.04.27 16:59:41,Autodock 4.2
ZINC02111773_1345,promutation,-7.75,-0.14,2019.04.27 17:00:07,Autodock 4.2
ZINC02115223_1296,promutation,-6.58,-0.55,2019.04.27 17:00:12,Autodock 4.2
ZINC02133143_1873,promutation,-7.23,-0.86,2019.04.27 17:00:17,Autodock 4.2
ZINC02137432_1755,promutation,-5.93,-0.54,2019.04.27 17:00:23,Autodock 4.2
ZINC02138634_2240,promutation,-7.46,-0.58,2019.04.27 17:00:40,Autodock 4.2
ZINC02138636_2211,promutation,-7.22,-0.54,2019.04.27 17:00:48,Autodock 4.2
ZINC02138659_2463,promutation,-8.39,-0.97,2019.04.27 17:00:56,Autodock 4.2
ZINC02138682_2581,promutation,-7.17,-0.4,2019.04.27 17:01:01,Autodock 4.2
ZINC02138687_2632,promutation,-6.74,-0.17,2019.04.27 17:01:13,Autodock 4.2
ZINC02138717_2703,promutation,-6.61,-0.98,2019.04.27 17:01:19,Autodock 4.2
ZINC02139021_1861,promutation,-7.99,-0.61,2019.04.27 17:01:24,Autodock 4.2
ZINC02146768_1362,promutation,-6.8,-0.94,2019.04.27 17:01:30,Autodock 4.2
ZINC02146782_1477,promutation,-7.97,-0.49,2019.04.27 17:01:35,Autodock 4.2
ZINC02146791_1502,promutation,-8.68,-0.52,2019.04.27 17:01:41,Autodock 4.2
ZINC02146836_1623,promutation,-7.92,-0.65,2019.04.27 17:01:48,Autodock 4.2
ZINC02146864_1705,promutation,-7.74,0.16,2019.04.27 17:02:12,Autodock 4.2
ZINC02146880_1772,promutation,-8.65,-0.92,2019.04.27 17:02:17,Autodock 4.2
ZINC02146982_2089,promutation,-8.48,-0.13,2019.04.27 17:02:22,Autodock 4.2
ZINC02147048_2239,promutation,-8.49,-1.25,2019.04.27 17:06:29,Autodock 4.2
ZINC02147051_2270,promutation,-8.48,-1.62,2019.04.27 17:06:35,Autodock 4.2
ZINC02147075_2340,promutation,-8.0,0.3,2019.04.27 17:06:40,Autodock 4.2
ZINC02147078_2377,promutation,-7.77,-0.95,2019.04.27 17:06:45,Autodock 4.2
ZINC02147080_2393,promutation,-7.44,-0.54,2019.04.27 17:06:53,Autodock 4.2
ZINC02155230_2587,promutation,-8.55,0.69,2019.04.27 17:07:00,Autodock 4.2
ZINC02545015_2592,promutation,-6.71,-0.03,2019.04.27 17:07:12,Autodock 4.2
ZINC02586164_2287,promutation,-7.24,-0.53,2019.04.27 17:07:17,Autodock 4.2
ZINC02897678_2589,promutation,-7.96,-0.01,2019.04.27 17:07:22,Autodock 4.2
ZINC02944430_2304,promutation,-6.75,0.39,2019.04.27 17:08:41,Autodock 4.2
ZINC02944432_2339,promutation,-6.53,-0.35,2019.04.27 17:08:45,Autodock 4.2
ZINC03984096_2143,promutation,-7.55,-0.27,2019.04.27 17:08:50,Autodock 4.2
ZINC03985141_2202,promutation,-7.61,-0.69,2019.04.27 17:08:54,Autodock 4.2
ZINC03999892_2458,promutation,-8.16,-1.23,2019.04.27 17:10:41,Autodock 4.2
ZINC04024858_1302,promutation,-9.96,-1.03,2019.04.27 17:10:46,Autodock 4.2
ZINC04024868_1396,promutation,-6.4,-0.91,2019.04.27 17:10:54,Autodock 4.2
ZINC04024870_1417,promutation,-8.01,-0.08,2019.04.27 17:11:00,Autodock 4.2
ZINC04024881_1546,promutation,-7.82,-0.15,2019.04.27 17:11:05,Autodock 4.2
ZINC04024940_2176,promutation,-8.25,-0.27,2019.04.27 17:11:29,Autodock 4.2
ZINC04024941_2183,promutation,-9.21,0.32,2019.04.27 17:11:34,Autodock 4.2
ZINC04024943_2192,promutation,-8.42,-0.02,2019.04.27 17:11:37,Autodock 4.2
ZINC04026863_1833,promutation,-7.56,-0.56,2019.04.27 17:11:42,Autodock 4.2
ZINC04026864_1842,promutation,-8.35,0.44,2019.04.27 17:12:03,Autodock 4.2
ZINC04027659_2281,promutation,-7.61,0.29,2019.04.27 17:12:18,Autodock 4.2
ZINC04027664_2306,promutation,-6.56,-0.3,2019.04.27 17:12:28,Autodock 4.2
ZINC04027666_2321,promutation,-6.75,-0.32,2019.04.27 17:12:32,Autodock 4.2
ZINC04029616_2046,promutation,-7.6,-0.17,2019.04.27 17:12:39,Autodock 4.2
ZINC04029767_2243,promutation,-6.22,-0.09,2019.04.27 17:12:43,Autodock 4.2
ZINC04029768_2275,promutation,-5.74,-0.4,2019.04.27 17:12:48,Autodock 4.2
ZINC04029807_2047,promutation,-8.83,-0.12,2019.04.27 17:12:54,Autodock 4.2
ZINC04029838_2203,promutation,-9.81,-0.33,2019.04.27 17:13:01,Autodock 4.2
ZINC04029949_2573,promutation,-8.69,-0.31,2019.04.27 17:13:05,Autodock 4.2
ZINC04029983_1783,promutation,-7.6,0.0,2019.04.27 17:13:10,Autodock 4.2
ZINC04038009_2238,promutation,-7.07,-0.72,2019.04.27 17:13:13,Autodock 4.2
ZINC04038031_2649,promutation,-8.52,0.03,2019.04.27 17:13:17,Autodock 4.2
ZINC04041505_1382,promutation,-8.85,-0.15,2019.04.27 17:13:35,Autodock 4.2
ZINC04043753_2290,promutation,-6.14,0.12,2019.04.27 17:13:40,Autodock 4.2
ZINC04045055_1525,promutation,-8.56,-0.86,2019.04.27 17:13:45,Autodock 4.2
ZINC04045056_1547,promutation,-8.33,-0.02,2019.04.27 17:13:48,Autodock 4.2
ZINC04045057_1557,promutation,-7.35,-0.06,2019.04.27 17:19:00,Autodock 4.2
ZINC04045058_1573,promutation,-9.13,0.7,2019.04.27 17:19:04,Autodock 4.2
ZINC04045071_1839,promutation,-9.94,0.61,2019.04.27 17:19:09,Autodock 4.2
ZINC04045075_1930,promutation,-6.88,-0.9,2019.04.27 17:19:13,Autodock 4.2
ZINC04045077_1950,promutation,-7.25,-1.23,2019.04.27 17:19:18,Autodock 4.2
ZINC04045114_2535,promutation,-7.16,-1.36,2019.04.27 17:19:23,Autodock 4.2
ZINC04045116_2565,promutation,-7.87,-0.34,2019.04.27 17:19:39,Autodock 4.2
ZINC04064904_1511,promutation,-6.01,-0.4,2019.04.27 17:19:43,Autodock 4.2
ZINC04064912_1696,promutation,-8.38,-0.16,2019.04.27 17:19:57,Autodock 4.2
ZINC04064957_2658,promutation,-6.3,-0.46,2019.04.27 17:20:02,Autodock 4.2
ZINC04064958_2693,promutation,-7.07,-0.36,2019.04.27 17:20:06,Autodock 4.2
ZINC04081819_1757,promutation,-7.16,-0.5,2019.04.27 17:20:12,Autodock 4.2
ZINC04081820_1689,promutation,-6.21,-0.46,2019.04.27 17:20:17,Autodock 4.2
ZINC04082336_2320,promutation,-7.23,-0.37,2019.04.27 17:20:23,Autodock 4.2
ZINC04082337_2385,promutation,-6.57,-0.18,2019.04.27 17:20:27,Autodock 4.2
ZINC04084137_1749,promutation,-6.71,0.48,2019.04.27 17:20:31,Autodock 4.2
ZINC04084165_2526,promutation,-8.75,-0.83,2019.04.27 17:20:36,Autodock 4.2
ZINC04084166_2554,promutation,-8.08,-1.04,2019.04.27 17:20:43,Autodock 4.2
ZINC04085149_2020,promutation,-7.09,-0.42,2019.04.27 17:20:49,Autodock 4.2
ZINC04088129_1593,promutation,-9.2,-0.1,2019.04.27 17:20:53,Autodock 4.2
ZINC04637298_2378,promutation,-6.92,-0.37,2019.04.27 17:20:58,Autodock 4.2
ZINC04992076_1940,promutation,-8.66,-0.36,2019.04.27 17:21:05,Autodock 4.2
ZINC05095335_2274,promutation,-8.16,-0.68,2019.04.27 17:21:11,Autodock 4.2
ZINC05727744_1863,promutation,-7.07,-0.06,2019.04.27 17:21:15,Autodock 4.2
ZINC05727745_1874,promutation,-7.05,1.14,2019.04.27 17:21:22,Autodock 4.2
ZINC05727748_1900,promutation,-7.35,0.06,2019.04.27 17:21:26,Autodock 4.2
ZINC05727749_1907,promutation,-8.52,-0.2,2019.04.27 17:21:30,Autodock 4.2
ZINC05731681_1447,promutation,-7.57,0.0,2019.04.27 17:21:39,Autodock 4.2
ZINC05956705_1519,promutation,-8.01,-0.44,2019.04.27 17:21:45,Autodock 4.2
ZINC05960723_1403,promutation,-8.62,-0.72,2019.04.27 17:21:51,Autodock 4.2
ZINC05961119_2129,promutation,-8.47,-1.09,2019.04.27 17:21:55,Autodock 4.2
