Ligand,Target,Binding Energy,Unbound Energy,Date Created,Info
ZINC00034161_6593,promutation,-6.52,-1.41,2019.04.28 18:22:46,Autodock 4.2
ZINC00034163_6624,promutation,-6.38,-1.63,2019.04.28 18:22:52,Autodock 4.2
ZINC00039810_6268,promutation,-6.96,-0.02,2019.04.28 18:22:56,Autodock 4.2
ZINC00039811_6241,promutation,-7.34,-0.06,2019.04.28 18:22:59,Autodock 4.2
ZINC00083315_6391,promutation,-7.07,-1.17,2019.04.28 18:23:03,Autodock 4.2
ZINC00095195_6335,promutation,-7.65,-0.1,2019.04.28 18:23:07,Autodock 4.2
ZINC00095196_6319,promutation,-7.09,-0.1,2019.04.28 18:23:10,Autodock 4.2
ZINC00095207_6276,promutation,-7.98,0.0,2019.04.28 18:23:15,Autodock 4.2
ZINC00095218_6258,promutation,-7.47,0.0,2019.04.28 18:23:19,Autodock 4.2
ZINC00095224_6222,promutation,-8.85,0.0,2019.04.28 18:23:23,Autodock 4.2
ZINC00095225_6214,promutation,-8.16,0.0,2019.04.28 18:23:27,Autodock 4.2
ZINC00095230_6196,promutation,-9.26,0.0,2019.04.28 18:23:32,Autodock 4.2
ZINC00095322_6069,promutation,-8.48,-0.38,2019.04.28 18:23:38,Autodock 4.2
ZINC00096560_6896,promutation,-8.79,0.19,2019.04.28 18:23:46,Autodock 4.2
ZINC00139812_6404,promutation,-8.04,-0.07,2019.04.28 18:23:50,Autodock 4.2
ZINC00139814_6398,promutation,-8.04,-0.34,2019.04.28 18:23:54,Autodock 4.2
ZINC00161874_6055,promutation,-5.38,0.06,2019.04.28 18:23:58,Autodock 4.2
ZINC00161887_5860,promutation,-6.89,-0.16,2019.04.28 18:24:02,Autodock 4.2
ZINC00171191_5980,promutation,-7.6,-0.39,2019.04.28 18:24:07,Autodock 4.2
ZINC00171193_5960,promutation,-7.21,-0.42,2019.04.28 18:24:11,Autodock 4.2
ZINC00171195_5926,promutation,-7.56,-0.42,2019.04.28 18:24:20,Autodock 4.2
ZINC00171198_5901,promutation,-7.13,-0.36,2019.04.28 18:24:24,Autodock 4.2
ZINC00186425_6519,promutation,-8.4,-0.84,2019.04.28 18:24:29,Autodock 4.2
ZINC00193616_6281,promutation,-7.61,-1.14,2019.04.28 18:24:34,Autodock 4.2
ZINC00235641_6066,promutation,-6.28,0.11,2019.04.28 18:24:37,Autodock 4.2
ZINC00206477_6752,promutation,-7.84,-0.55,2019.04.28 18:24:41,Autodock 4.2
ZINC00237575_5984,promutation,-7.04,-0.24,2019.04.28 18:24:48,Autodock 4.2
ZINC00238456_6112,promutation,-8.89,-0.49,2019.04.28 18:24:51,Autodock 4.2
ZINC00248250_6566,promutation,-7.12,-0.31,2019.04.28 18:24:55,Autodock 4.2
ZINC00264608_5942,promutation,-7.31,-0.07,2019.04.28 18:25:00,Autodock 4.2
ZINC00264609_5893,promutation,-7.85,-0.19,2019.04.28 18:25:04,Autodock 4.2
ZINC00274397_6492,promutation,-6.78,0.0,2019.04.28 18:25:08,Autodock 4.2
ZINC00274923_6173,promutation,-6.75,0.0,2019.04.28 18:25:11,Autodock 4.2
ZINC00278298_5883,promutation,-7.87,0.02,2019.04.28 18:25:16,Autodock 4.2
ZINC00285539_5899,promutation,-7.26,0.12,2019.04.28 18:25:20,Autodock 4.2
ZINC00294013_6259,promutation,-7.68,-0.2,2019.04.28 18:25:24,Autodock 4.2
ZINC00310377_6941,promutation,-7.99,-0.47,2019.04.28 18:25:27,Autodock 4.2
ZINC00310380_6904,promutation,-8.16,-0.47,2019.04.28 18:25:31,Autodock 4.2
ZINC00344836_5911,promutation,-7.89,-0.18,2019.04.28 18:25:35,Autodock 4.2
ZINC00352367_6946,promutation,-8.1,-0.32,2019.04.28 18:25:39,Autodock 4.2
ZINC00352897_6515,promutation,-7.73,-0.31,2019.04.28 18:25:43,Autodock 4.2
ZINC00352898_6509,promutation,-8.02,-0.13,2019.04.28 18:25:47,Autodock 4.2
ZINC00407211_6956,promutation,-7.92,-0.56,2019.04.28 18:25:51,Autodock 4.2
ZINC00407289_6158,promutation,-6.76,-0.42,2019.04.28 18:25:55,Autodock 4.2
ZINC00468904_6379,promutation,-8.35,-0.52,2019.04.28 18:26:01,Autodock 4.2
ZINC00477668_6580,promutation,-7.19,0.1,2019.04.28 18:26:05,Autodock 4.2
ZINC00477669_6678,promutation,-7.84,-1.21,2019.04.28 18:26:09,Autodock 4.2
ZINC00485818_5910,promutation,-8.48,-0.3,2019.04.28 18:26:13,Autodock 4.2
ZINC00487665_6094,promutation,-7.91,-0.52,2019.04.28 18:26:17,Autodock 4.2
ZINC00487671_6383,promutation,-6.9,0.25,2019.04.28 18:26:21,Autodock 4.2
ZINC00487672_6733,promutation,-6.33,-0.36,2019.04.28 18:26:26,Autodock 4.2
ZINC00487675_6976,promutation,-6.46,-0.33,2019.04.28 18:26:31,Autodock 4.2
ZINC00487954_6096,promutation,-5.65,-0.28,2019.04.28 18:26:36,Autodock 4.2
ZINC00487955_6091,promutation,-5.68,-0.22,2019.04.28 18:26:43,Autodock 4.2
ZINC00488261_5873,promutation,-7.14,-0.2,2019.04.28 18:26:47,Autodock 4.2
ZINC00488262_6048,promutation,-6.65,-0.47,2019.04.28 18:26:51,Autodock 4.2
