Ligand,Target,Binding Energy,Unbound Energy,Date Created,Info
ZINC00045189_4697,promutation,-7.54,-0.44,2019.04.28 14:32:20,Autodock 4.2
ZINC00088651_4872,promutation,-8.01,0.12,2019.04.28 14:32:35,Autodock 4.2
ZINC00091019_4200,promutation,-8.66,-0.38,2019.04.28 14:32:39,Autodock 4.2
ZINC00110173_4717,promutation,-7.31,-0.29,2019.04.28 14:38:21,Autodock 4.2
ZINC00120941_4775,promutation,-7.34,-0.44,2019.04.28 14:38:25,Autodock 4.2
ZINC00153920_4965,promutation,-7.35,-0.17,2019.04.28 14:38:59,Autodock 4.2
ZINC00167218_4478,promutation,-8.89,0.64,2019.04.28 16:21:20,Autodock 4.2
ZINC00167222_4484,promutation,-7.84,-0.1,2019.04.28 16:22:24,Autodock 4.2
ZINC00167227_4499,promutation,-8.46,-0.74,2019.04.28 16:22:28,Autodock 4.2
ZINC00167234_4493,promutation,-8.06,-0.69,2019.04.28 16:22:31,Autodock 4.2
ZINC00167237_4508,promutation,-7.79,-0.0,2019.04.28 16:22:37,Autodock 4.2
ZINC00167239_4519,promutation,-7.34,-0.12,2019.04.28 16:22:40,Autodock 4.2
ZINC00167244_4528,promutation,-7.4,-0.13,2019.04.28 16:22:44,Autodock 4.2
ZINC00167247_4536,promutation,-8.14,0.17,2019.04.28 16:22:48,Autodock 4.2
ZINC00178266_4771,promutation,-7.26,0.02,2019.04.28 16:22:52,Autodock 4.2
ZINC00187077_4517,promutation,-7.55,0.0,2019.04.28 16:22:59,Autodock 4.2
ZINC00187357_3997,promutation,-7.6,-0.76,2019.04.28 16:23:03,Autodock 4.2
ZINC00187360_4005,promutation,-6.64,-0.71,2019.04.28 16:23:07,Autodock 4.2
ZINC00187362_4012,promutation,-7.33,-0.6,2019.04.28 16:23:10,Autodock 4.2
ZINC00187367_4022,promutation,-7.25,-0.41,2019.04.28 16:29:47,Autodock 4.2
ZINC00187912_4457,promutation,-7.46,-0.75,2019.04.28 16:29:51,Autodock 4.2
ZINC00187922_4465,promutation,-7.57,-0.69,2019.04.28 16:31:52,Autodock 4.2
ZINC00200926_4332,promutation,-8.41,-0.4,2019.04.28 16:43:16,Autodock 4.2
ZINC00204618_4784,promutation,-7.26,-0.5,2019.04.28 16:43:22,Autodock 4.2
ZINC00204624_4973,promutation,-7.29,-0.03,2019.04.28 16:43:26,Autodock 4.2
ZINC00204629_4981,promutation,-7.73,0.83,2019.04.28 16:43:30,Autodock 4.2
ZINC00213687_4467,promutation,-7.0,-0.28,2019.04.28 16:48:48,Autodock 4.2
ZINC00213716_4850,promutation,-6.8,-0.79,2019.04.28 16:48:52,Autodock 4.2
ZINC00240980_4498,promutation,-8.32,-0.23,2019.04.28 16:48:59,Autodock 4.2
ZINC00245203_4008,promutation,-6.29,-0.32,2019.04.28 16:49:03,Autodock 4.2
ZINC00285892_5206,promutation,-7.32,-0.32,2019.04.28 16:49:06,Autodock 4.2
ZINC00301930_4510,promutation,-7.92,0.94,2019.04.28 16:49:13,Autodock 4.2
ZINC00304181_4065,promutation,-6.79,-0.1,2019.04.28 16:49:49,Autodock 4.2
ZINC00308206_4621,promutation,-8.03,-0.39,2019.04.28 16:49:52,Autodock 4.2
ZINC00308207_4615,promutation,-7.92,-0.07,2019.04.28 16:49:57,Autodock 4.2
ZINC00308314_4434,promutation,-7.04,-0.85,2019.04.28 16:50:00,Autodock 4.2
ZINC00308339_4663,promutation,-7.54,0.45,2019.04.28 16:50:05,Autodock 4.2
ZINC00308387_4950,promutation,-8.19,-0.76,2019.04.28 16:50:08,Autodock 4.2
ZINC00308389_4944,promutation,-7.73,-0.75,2019.04.28 16:50:12,Autodock 4.2
