Ligand,Target,Binding Energy,Unbound Energy,Date Created,Info
ZINC02563652_4800,promutation,-8.27,-0.43,2019.04.24 00:57:02,Autodock 4.2
ZINC02566155_uff_E=409.62,promutation,-7.8,-0.43,2019.04.24 00:57:07,Autodock 4.2
ZINC03153114_5037,promutation,-7.91,-0.44,2019.04.24 00:57:13,Autodock 4.2
ZINC03197468_4013,promutation,-7.11,-0.13,2019.04.24 00:57:19,Autodock 4.2
ZINC03197682_4334,promutation,-6.78,-0.11,2019.04.24 00:57:25,Autodock 4.2
ZINC03197732_4371,promutation,-7.31,-0.11,2019.04.24 00:57:30,Autodock 4.2
ZINC03197734_4380,promutation,-7.53,-0.55,2019.04.24 00:59:42,Autodock 4.2
ZINC03200778_5695,promutation,-6.58,-0.07,2019.04.24 01:00:23,Autodock 4.2
ZINC03581762_5515,promutation,-7.04,-0.11,2019.04.24 01:00:31,Autodock 4.2
ZINC03644977_3959,promutation,-8.42,-0.49,2019.04.24 01:00:36,Autodock 4.2
ZINC03652942_5864,promutation,-7.77,-0.31,2019.04.24 01:00:41,Autodock 4.2
ZINC03819459_4734,promutation,-7.3,-0.92,2019.04.24 01:00:47,Autodock 4.2
ZINC03861629_4921,promutation,-5.13,0.57,2019.04.24 01:00:52,Autodock 4.2
ZINC03871576_3076,promutation,-7.13,-0.3,2019.04.24 01:00:57,Autodock 4.2
ZINC03881456_3010,promutation,-6.98,0.01,2019.04.24 01:01:03,Autodock 4.2
ZINC03984018_3311,promutation,-6.96,0.11,2019.04.24 01:01:08,Autodock 4.2
ZINC04349869_82_uff_E=319.93,promutation,-6.03,0.17,2019.04.24 01:01:15,Autodock 4.2
ZINC04349874_83_uff_E=348.72,promutation,-7.3,0.63,2019.04.24 01:01:20,Autodock 4.2
ZINC04349876_84_uff_E=343.25,promutation,-8.24,-0.04,2019.04.24 01:01:36,Autodock 4.2
ZINC04349879_85_uff_E=319.88,promutation,-7.25,0.13,2019.04.24 01:01:38,Autodock 4.2
ZINC04521773_4254,promutation,-5.83,-0.12,2019.04.24 01:01:49,Autodock 4.2
ZINC04716487_5594,promutation,-6.88,-0.23,2019.04.24 01:01:53,Autodock 4.2
ZINC04802474_6077,promutation,-6.16,-0.41,2019.04.24 01:01:58,Autodock 4.2
ZINC04975331_4140,promutation,-7.56,-0.8,2019.04.24 01:02:02,Autodock 4.2
ZINC05132721_3937,promutation,-5.19,-0.17,2019.04.24 01:02:08,Autodock 4.2
ZINC05157249_4903,promutation,-6.32,0.02,2019.04.24 01:02:13,Autodock 4.2
ZINC05412728_4437,promutation,-7.39,-0.98,2019.04.24 01:02:18,Autodock 4.2
ZINC05575003_4497,promutation,-6.65,-0.37,2019.04.24 01:02:23,Autodock 4.2
ZINC05640448_5914,promutation,-6.76,-0.06,2019.04.24 01:02:29,Autodock 4.2
ZINC05699887_3149,promutation,-6.05,0.36,2019.04.24 01:02:34,Autodock 4.2
ZINC05699918_3535,promutation,-7.64,-0.17,2019.04.24 01:02:39,Autodock 4.2
ZINC05732373_4129,promutation,-7.27,-0.46,2019.04.24 01:02:44,Autodock 4.2
ZINC05764808_5800,promutation,-7.75,-0.26,2019.04.24 01:02:49,Autodock 4.2
ZINC05765036_65_uff_E=356.11,promutation,-6.54,0.02,2019.04.24 01:02:58,Autodock 4.2
ZINC05765036_uff_E=361.18,promutation,-6.64,0.02,2019.04.24 01:03:04,Autodock 4.2
ZINC05821904_5526,promutation,-6.06,-0.19,2019.04.24 01:03:10,Autodock 4.2
ZINC05834417_5736,promutation,-6.07,-0.03,2019.04.24 01:03:18,Autodock 4.2
ZINC05891851_5261,promutation,-6.73,0.31,2019.04.24 01:03:22,Autodock 4.2
ZINC05923638_5081,promutation,-7.88,-0.54,2019.04.24 01:03:27,Autodock 4.2
ZINC05996726_5940,promutation,-5.52,-0.13,2019.04.24 01:03:32,Autodock 4.2
ZINC05998758_2979,promutation,-7.33,-0.27,2019.04.24 01:03:36,Autodock 4.2
ZINC05999134_5514,promutation,-6.59,-0.28,2019.04.24 01:03:42,Autodock 4.2
ZINC06018463_3752,promutation,-6.18,-1.4,2019.04.24 01:03:46,Autodock 4.2
ZINC06031911_3984,promutation,-7.36,-0.34,2019.04.24 01:03:51,Autodock 4.2
ZINC06037411_3550,promutation,-6.69,-0.18,2019.04.24 01:03:56,Autodock 4.2
ZINC06484558_4329,promutation,-6.88,-1.0,2019.04.24 01:04:14,Autodock 4.2
ZINC06524916_4416,promutation,-7.27,0.04,2019.04.24 01:04:18,Autodock 4.2
ZINC06536390_3236,promutation,-8.06,-0.85,2019.04.24 01:04:24,Autodock 4.2
ZINC06719013_3012,promutation,-6.35,-0.71,2019.04.24 01:04:30,Autodock 4.2
ZINC08829476_3330,promutation,-6.77,-0.95,2019.04.24 01:04:35,Autodock 4.2
ZINC12153418_3642,promutation,-6.46,-0.16,2019.04.24 01:04:39,Autodock 4.2
ZINC12153448_3737,promutation,-7.15,-0.34,2019.04.24 01:04:44,Autodock 4.2
ZINC12153561_4147,promutation,-7.4,-0.13,2019.04.24 01:04:51,Autodock 4.2
ZINC12153666_4592,promutation,-6.52,-0.11,2019.04.24 01:05:03,Autodock 4.2
ZINC95913654_6171,promutation,-6.52,-0.41,2019.04.24 01:05:14,Autodock 4.2
ZINC95913564_5619,promutation,-6.11,-0.88,2019.04.24 01:05:19,Autodock 4.2
ZINC95913620_5976,promutation,-7.14,-0.65,2019.04.24 01:05:24,Autodock 4.2
ZINC95913554_5546,promutation,-7.45,-0.73,2019.04.24 01:05:28,Autodock 4.2
ZINC95913552_5529,promutation,-5.48,-0.45,2019.04.24 01:05:34,Autodock 4.2
ZINC95913551_5525,promutation,-5.35,-0.34,2019.04.24 01:05:38,Autodock 4.2
ZINC95913550_5510,promutation,-7.77,-0.41,2019.04.24 01:05:43,Autodock 4.2
ZINC95913535_5406,promutation,-7.28,-0.34,2019.04.24 01:05:46,Autodock 4.2
ZINC95913534_5402,promutation,-7.65,0.13,2019.04.24 01:05:51,Autodock 4.2
ZINC95913530_5381,promutation,-7.25,-0.72,2019.04.24 01:05:56,Autodock 4.2
ZINC95913529_5375,promutation,-6.79,-0.43,2019.04.24 01:06:01,Autodock 4.2
ZINC95913528_5371,promutation,-6.49,-0.1,2019.04.24 01:06:05,Autodock 4.2
ZINC95913526_5358,promutation,-7.9,-0.91,2019.04.24 01:06:10,Autodock 4.2
ZINC95913476_5028,promutation,-6.91,-0.24,2019.04.24 01:06:14,Autodock 4.2
ZINC95913419_4659,promutation,-6.42,-0.24,2019.04.24 01:06:19,Autodock 4.2
ZINC95913418_4650,promutation,-6.92,-0.25,2019.04.24 01:06:25,Autodock 4.2
ZINC90712886_3126,promutation,-7.49,-0.36,2019.04.24 01:06:29,Autodock 4.2
ZINC86035379_3103,promutation,-7.19,-0.08,2019.04.24 01:06:33,Autodock 4.2
ZINC85744287_4432,promutation,-6.37,-0.61,2019.04.24 01:06:37,Autodock 4.2
ZINC85530892_5346,promutation,-4.54,-1.16,2019.04.24 01:06:44,Autodock 4.2
ZINC85530876_5229,promutation,-8.23,0.0,2019.04.24 01:06:54,Autodock 4.2
ZINC85504873_4055,promutation,-8.77,-0.53,2019.04.24 01:06:59,Autodock 4.2
ZINC85504826_3883,promutation,-6.93,-0.5,2019.04.24 01:07:03,Autodock 4.2
ZINC85493323_6073,promutation,-7.9,-0.18,2019.04.24 01:07:09,Autodock 4.2
ZINC85493077_5006,promutation,-7.8,0.0,2019.04.24 01:07:15,Autodock 4.2
ZINC70454603_5911,promutation,-6.99,-0.07,2019.04.24 01:07:19,Autodock 4.2
ZINC70454589_5841,promutation,-7.5,-0.36,2019.04.24 01:07:24,Autodock 4.2
ZINC70454549_5600,promutation,-7.91,0.0,2019.04.24 01:07:29,Autodock 4.2
ZINC70454517_5351,promutation,-6.1,-0.77,2019.04.24 01:07:33,Autodock 4.2
ZINC70454503_5280,promutation,-7.68,-0.27,2019.04.24 01:07:37,Autodock 4.2
ZINC70454460_5022,promutation,-7.79,-0.08,2019.04.24 01:07:45,Autodock 4.2
ZINC70454440_4847,promutation,-6.12,-1.62,2019.04.24 01:07:54,Autodock 4.2
ZINC70454400_4621,promutation,-7.15,-0.77,2019.04.24 01:07:58,Autodock 4.2
ZINC70454311_4141,promutation,-7.72,-1.16,2019.04.24 01:08:03,Autodock 4.2
ZINC70454293_4041,promutation,-7.46,-1.26,2019.04.24 01:08:07,Autodock 4.2
ZINC70454271_3953,promutation,-7.38,-0.04,2019.04.24 01:08:11,Autodock 4.2
ZINC70454266_3930,promutation,-6.1,-0.25,2019.04.24 01:08:18,Autodock 4.2
ZINC70454140_3256,promutation,-7.02,0.0,2019.04.24 01:08:26,Autodock 4.2
ZINC59587026_6032,promutation,-7.3,-0.13,2019.04.24 01:10:14,Autodock 4.2
ZINC59587014_5945,promutation,-5.48,-0.28,2019.04.24 01:10:18,Autodock 4.2
ZINC59586909_5050,promutation,-6.68,-0.73,2019.04.24 01:10:22,Autodock 4.2
ZINC59586904_5015,promutation,-6.65,-0.58,2019.04.24 01:10:27,Autodock 4.2
ZINC59586899_4977,promutation,-7.07,-0.54,2019.04.24 01:10:36,Autodock 4.2
ZINC59586894_4929,promutation,-6.68,-0.95,2019.04.24 01:10:40,Autodock 4.2
ZINC59586856_4654,promutation,-6.99,-1.19,2019.04.24 01:10:44,Autodock 4.2
ZINC59586801_4301,promutation,-6.87,-1.41,2019.04.24 01:10:49,Autodock 4.2
ZINC59586779_4164,promutation,-5.46,0.51,2019.04.24 01:10:53,Autodock 4.2
ZINC59586748_3949,promutation,-7.76,-0.4,2019.04.24 01:11:00,Autodock 4.2
ZINC59586702_3678,promutation,-7.12,0.06,2019.04.24 01:11:05,Autodock 4.2
