Ligand,Target,Binding Energy,Unbound Energy,Date Created,Info
ZINC33832927_3747,promutation,-7.99,-0.25,2019.04.26 15:09:26,Autodock 4.2
ZINC33832896_3834,promutation,-7.31,-0.34,2019.04.26 15:09:30,Autodock 4.2
ZINC33832895_3836,promutation,-6.74,1.29,2019.04.26 15:09:35,Autodock 4.2
ZINC33832892_3838,promutation,-5.81,-1.55,2019.04.26 15:09:39,Autodock 4.2
ZINC33832890_3842,promutation,-6.92,-0.6,2019.04.26 15:09:42,Autodock 4.2
ZINC33832842_5338,promutation,-7.83,-0.6,2019.04.26 15:09:48,Autodock 4.2
ZINC33832840_5330,promutation,-7.8,0.04,2019.04.26 15:09:52,Autodock 4.2
ZINC33832817_5148,promutation,-6.74,-0.37,2019.04.26 15:09:57,Autodock 4.2
ZINC33832813_5084,promutation,-8.11,-0.16,2019.04.26 15:10:03,Autodock 4.2
ZINC33832799_4673,promutation,-4.59,0.0,2019.04.26 15:10:07,Autodock 4.2
ZINC33832593_5957,promutation,-4.93,-0.31,2019.04.26 15:10:10,Autodock 4.2
ZINC33832572_4059,promutation,-4.97,-0.66,2019.04.26 15:10:15,Autodock 4.2
ZINC33832568_4065,promutation,-5.52,-0.34,2019.04.26 15:10:19,Autodock 4.2
ZINC33832438_4117,promutation,-6.67,-0.23,2019.04.26 15:10:23,Autodock 4.2
ZINC33832436_4126,promutation,-5.76,-0.21,2019.04.26 15:10:27,Autodock 4.2
ZINC33832399_4709,promutation,-7.23,-0.48,2019.04.26 15:10:32,Autodock 4.2
ZINC33831497_4488,promutation,-7.23,-0.24,2019.04.26 15:10:37,Autodock 4.2
ZINC33831491_4586,promutation,-6.58,0.73,2019.04.26 15:10:41,Autodock 4.2
ZINC33831435_3115,promutation,-8.67,-0.25,2019.04.26 15:10:45,Autodock 4.2
ZINC33831094_4955,promutation,-6.34,-0.46,2019.04.26 15:10:49,Autodock 4.2
ZINC33831018_5092,promutation,-5.91,-0.4,2019.04.26 15:10:52,Autodock 4.2
ZINC33830836_5404,promutation,-7.63,-0.13,2019.04.26 15:10:55,Autodock 4.2
ZINC33830835_5417,promutation,-6.4,-0.59,2019.04.26 15:11:00,Autodock 4.2
ZINC33830826_5433,promutation,-7.02,-0.07,2019.04.26 15:11:03,Autodock 4.2
ZINC33830650_6051,promutation,-7.43,-0.97,2019.04.26 15:11:09,Autodock 4.2
ZINC33830601_5027,promutation,-9.37,-0.48,2019.04.26 15:11:13,Autodock 4.2
ZINC33830597_4888,promutation,-8.59,-0.57,2019.04.26 15:11:17,Autodock 4.2
ZINC33829982_5192,promutation,-7.33,0.3,2019.04.26 15:11:21,Autodock 4.2
ZINC33829784_3732,promutation,-6.98,0.0,2019.04.26 15:11:25,Autodock 4.2
ZINC33753930_4854,promutation,-3.66,-0.08,2019.04.26 15:11:28,Autodock 4.2
ZINC33378784_6024,promutation,-7.38,-0.7,2019.04.26 15:11:32,Autodock 4.2
ZINC32227837_3711,promutation,-6.26,-0.51,2019.04.26 15:11:35,Autodock 4.2
ZINC32135312_5831,promutation,-6.78,-0.16,2019.04.26 15:11:38,Autodock 4.2
ZINC32134687_3976,promutation,-6.44,-0.64,2019.04.26 15:11:42,Autodock 4.2
ZINC31168114_5049,promutation,-6.7,-0.14,2019.04.26 15:11:46,Autodock 4.2
ZINC31156206_5850,promutation,-6.96,-0.92,2019.04.26 15:11:52,Autodock 4.2
ZINC30727186_3482,promutation,-6.83,0.0,2019.04.26 15:11:56,Autodock 4.2
ZINC30726897_4514,promutation,-6.96,-0.09,2019.04.26 15:12:02,Autodock 4.2
ZINC29482743_4077,promutation,-7.88,0.09,2019.04.26 15:12:06,Autodock 4.2
ZINC29321809_5377,promutation,-7.37,-0.04,2019.04.26 15:12:10,Autodock 4.2
ZINC28971866_5101,promutation,-6.75,-0.18,2019.04.26 15:12:14,Autodock 4.2
ZINC28971862_5079,promutation,-6.64,-0.4,2019.04.26 15:16:29,Autodock 4.2
ZINC28971858_5058,promutation,-7.06,-0.27,2019.04.26 15:16:42,Autodock 4.2
ZINC28971854_5039,promutation,-6.92,-0.15,2019.04.26 15:16:47,Autodock 4.2
ZINC28346780_5538,promutation,-7.22,-0.6,2019.04.26 15:16:51,Autodock 4.2
ZINC19203125_6029,promutation,-6.29,-0.28,2019.04.26 15:16:55,Autodock 4.2
ZINC18847044_3278,promutation,-7.22,-0.5,2019.04.26 15:17:03,Autodock 4.2
ZINC18847039_3153,promutation,-6.79,-0.48,2019.04.26 15:17:09,Autodock 4.2
ZINC18847036_3072,promutation,-7.43,-0.25,2019.04.26 15:17:13,Autodock 4.2
ZINC17197887_5020,promutation,-6.97,-0.79,2019.04.26 15:17:17,Autodock 4.2
ZINC17197884_4989,promutation,-6.94,-0.3,2019.04.26 15:17:23,Autodock 4.2
ZINC17197580_3108,promutation,-6.02,-0.43,2019.04.26 15:17:27,Autodock 4.2
ZINC15211898_6165,promutation,-5.9,-1.03,2019.04.26 15:17:31,Autodock 4.2
ZINC15169450_6063,promutation,-6.33,-0.73,2019.04.26 15:17:35,Autodock 4.2
ZINC15153208_3230,promutation,-7.15,-0.35,2019.04.26 15:17:39,Autodock 4.2
ZINC15121221_3464,promutation,-5.88,-0.24,2019.04.26 15:17:43,Autodock 4.2
ZINC15121220_3446,promutation,-6.05,-0.31,2019.04.26 15:17:48,Autodock 4.2
ZINC15113710_3219,promutation,-6.22,-0.78,2019.04.26 15:17:51,Autodock 4.2
ZINC14826962_3748,promutation,-6.62,-0.84,2019.04.26 15:17:55,Autodock 4.2
