Ligand,Target,Binding Energy,Unbound Energy,Date Created,Info
ZINC00025569_9827,promutation,-7.48,-0.55,2019.04.29 13:36:10,Autodock 4.2
ZINC00025570_9841,promutation,-7.81,-0.59,2019.04.29 13:36:18,Autodock 4.2
ZINC00032923_8669,promutation,-6.78,-0.52,2019.04.29 13:36:21,Autodock 4.2
ZINC00034164_7626,promutation,-6.62,-1.58,2019.04.29 13:36:24,Autodock 4.2
ZINC00044229_8984,promutation,-7.33,-0.03,2019.04.29 13:36:28,Autodock 4.2
ZINC00044644_8270,promutation,-7.78,-0.14,2019.04.29 13:36:32,Autodock 4.2
ZINC00048205_6993,promutation,-5.33,0.36,2019.04.29 13:36:36,Autodock 4.2
ZINC00052257_7856,promutation,-7.76,-0.37,2019.04.29 13:36:39,Autodock 4.2
ZINC00054918_8434,promutation,-7.67,-0.22,2019.04.29 13:36:44,Autodock 4.2
ZINC00056758_7224,promutation,-6.0,-0.9,2019.04.29 13:37:49,Autodock 4.2
ZINC00057614_9840,promutation,-7.7,-0.01,2019.04.29 13:37:53,Autodock 4.2
ZINC00057727_9527,promutation,-6.2,0.05,2019.04.29 13:38:00,Autodock 4.2
ZINC00057928_9051,promutation,-6.32,-0.09,2019.04.29 13:38:07,Autodock 4.2
ZINC00058026_8646,promutation,-7.74,0.6,2019.04.29 13:38:11,Autodock 4.2
ZINC00058276_7292,promutation,-6.64,-0.01,2019.04.29 13:38:14,Autodock 4.2
ZINC00064420_9125,promutation,-8.32,-0.25,2019.04.29 13:38:17,Autodock 4.2
ZINC00064423_9107,promutation,-8.69,-0.25,2019.04.29 13:38:21,Autodock 4.2
ZINC00064870_9415,promutation,-9.27,-0.03,2019.04.29 13:38:25,Autodock 4.2
ZINC00070156_9273,promutation,-7.69,-0.54,2019.04.29 13:38:29,Autodock 4.2
ZINC00081616_8979,promutation,-6.12,-0.97,2019.04.29 13:38:32,Autodock 4.2
ZINC00081619_8963,promutation,-6.39,-0.89,2019.04.29 13:38:36,Autodock 4.2
ZINC00082856_7099,promutation,-6.67,-0.4,2019.04.29 13:38:40,Autodock 4.2
ZINC00086978_8622,promutation,-7.31,0.03,2019.04.29 13:38:46,Autodock 4.2
ZINC00088649_8060,promutation,-7.93,-0.39,2019.04.29 13:38:50,Autodock 4.2
ZINC00094763_7955,promutation,-6.86,0.0,2019.04.29 13:38:55,Autodock 4.2
ZINC00094845_8315,promutation,-5.91,-0.34,2019.04.29 13:38:58,Autodock 4.2
ZINC00095380_7815,promutation,-8.0,-0.06,2019.04.29 13:39:04,Autodock 4.2
ZINC00101451_7393,promutation,-6.97,-0.38,2019.04.29 13:39:07,Autodock 4.2
ZINC00104279_7907,promutation,-6.55,-0.65,2019.04.29 13:39:11,Autodock 4.2
ZINC00104282_7963,promutation,-6.41,-0.58,2019.04.29 13:39:15,Autodock 4.2
