Ligand,Target,Binding Energy,Unbound Energy,Date Created,Info
ZINC00001021_9895,promutation,-6.02,-0.54,2019.04.26 17:06:43,Autodock 4.2
ZINC00001100_9578,promutation,-5.55,-1.03,2019.04.26 17:06:47,Autodock 4.2
ZINC00001219_9263,promutation,-7.54,0.05,2019.04.26 17:06:55,Autodock 4.2
ZINC00001287_9132,promutation,-5.85,-0.31,2019.04.26 17:07:00,Autodock 4.2
ZINC00001309_9084,promutation,-5.2,-0.46,2019.04.26 17:07:05,Autodock 4.2
ZINC00001382_8963,promutation,-6.76,-0.83,2019.04.26 17:07:10,Autodock 4.2
ZINC00001419_6535,promutation,-8.77,-0.21,2019.04.26 17:07:14,Autodock 4.2
ZINC00001507_8746,promutation,-5.95,-0.07,2019.04.26 17:07:18,Autodock 4.2
ZINC00001551_8661,promutation,-7.26,-0.24,2019.04.26 17:07:23,Autodock 4.2
ZINC00001712_6931,promutation,-6.12,0.04,2019.04.26 17:07:32,Autodock 4.2
ZINC00001785_8226,promutation,-7.59,-0.2,2019.04.26 17:07:49,Autodock 4.2
ZINC00001798_8173,promutation,-5.92,-0.08,2019.04.26 17:08:06,Autodock 4.2
ZINC00001904_7802,promutation,-8.35,-0.21,2019.04.26 17:08:11,Autodock 4.2
ZINC00001906_7773,promutation,-6.12,-0.07,2019.04.26 17:08:16,Autodock 4.2
ZINC00001912_7759,promutation,-7.32,-0.3,2019.04.26 17:08:23,Autodock 4.2
ZINC00001930_7700,promutation,-5.86,-0.24,2019.04.26 17:08:27,Autodock 4.2
ZINC00001953_7599,promutation,-5.97,-0.04,2019.04.26 17:08:30,Autodock 4.2
ZINC00002050_7327,promutation,-5.69,-0.13,2019.04.26 17:08:38,Autodock 4.2
ZINC00002067_7213,promutation,-7.01,-0.25,2019.04.26 17:08:45,Autodock 4.2
ZINC00002137_6992,promutation,-6.63,-0.06,2019.04.26 17:08:51,Autodock 4.2
ZINC00002226_6671,promutation,-6.93,0.0,2019.04.26 17:09:03,Autodock 4.2
ZINC00002281_6487,promutation,-6.21,-0.99,2019.04.26 17:09:43,Autodock 4.2
ZINC00005988_7778,promutation,-8.24,-0.33,2019.04.26 17:09:47,Autodock 4.2
ZINC00011544_9845,promutation,-7.82,-0.04,2019.04.26 17:11:40,Autodock 4.2
ZINC00020259_9171,promutation,-5.78,-1.16,2019.04.26 17:11:45,Autodock 4.2
ZINC00028038_9055,promutation,-9.22,-0.28,2019.04.26 17:12:39,Autodock 4.2
ZINC00030210_8478,promutation,-6.98,-0.32,2019.04.26 17:12:42,Autodock 4.2
ZINC00031164_6877,promutation,-6.74,-0.09,2019.04.26 17:12:47,Autodock 4.2
ZINC00031165_6868,promutation,-7.1,-0.09,2019.04.26 17:16:56,Autodock 4.2
ZINC00073700_6448,promutation,-7.16,0.0,2019.04.26 17:17:00,Autodock 4.2
ZINC00078659_7641,promutation,-6.69,0.08,2019.04.26 17:17:06,Autodock 4.2
ZINC00120179_7306,promutation,-6.47,0.04,2019.04.26 17:17:10,Autodock 4.2
ZINC00120273_7224,promutation,-6.87,-0.4,2019.04.26 17:17:15,Autodock 4.2
ZINC00120283_7212,promutation,-7.54,0.0,2019.04.26 17:17:19,Autodock 4.2
ZINC00125011_6630,promutation,-6.21,-0.08,2019.04.26 17:17:24,Autodock 4.2
ZINC00152673_8665,promutation,-6.03,0.05,2019.04.26 17:17:29,Autodock 4.2
ZINC00156386_7646,promutation,-6.45,-0.33,2019.04.26 17:17:36,Autodock 4.2
ZINC00156571_7477,promutation,-6.65,-0.47,2019.04.26 17:17:42,Autodock 4.2
ZINC00156701_7131,promutation,-7.71,-0.24,2019.04.26 17:17:47,Autodock 4.2
ZINC00156899_6818,promutation,-6.23,-0.42,2019.04.26 17:17:51,Autodock 4.2
ZINC00157077_6627,promutation,-5.46,-0.19,2019.04.26 17:17:55,Autodock 4.2
ZINC00157134_6513,promutation,-5.8,-0.12,2019.04.26 17:17:59,Autodock 4.2
ZINC00157150_6445,promutation,-5.87,-0.1,2019.04.26 17:18:03,Autodock 4.2
ZINC00164388_6184,promutation,-5.4,-0.16,2019.04.26 17:18:08,Autodock 4.2
ZINC00335431_9235,promutation,-6.64,-0.28,2019.04.26 17:18:12,Autodock 4.2
ZINC00338037_9208,promutation,-7.35,-0.34,2019.04.26 17:18:17,Autodock 4.2
ZINC00338038_9219,promutation,-7.2,-0.36,2019.04.26 17:18:27,Autodock 4.2
ZINC00391840_7061,promutation,-6.46,-0.05,2019.04.26 17:23:11,Autodock 4.2
