Ligand,Target,Binding Energy,Unbound Energy,Date Created,Info
ZINC00079564_3383,promutation,-6.54,-0.44,2019.04.27 17:26:00,Autodock 4.2
ZINC00089117_3859,promutation,-8.22,-0.27,2019.04.27 17:26:07,Autodock 4.2
ZINC00091481_3586,promutation,-6.33,-0.44,2019.04.27 17:26:13,Autodock 4.2
ZINC00140959_3063,promutation,-8.41,-0.41,2019.04.27 17:26:21,Autodock 4.2
ZINC00140973_3137,promutation,-7.63,-0.48,2019.04.27 17:26:28,Autodock 4.2
ZINC00141049_3176,promutation,-6.57,-0.3,2019.04.27 17:26:32,Autodock 4.2
ZINC00151420_3243,promutation,-8.92,-1.08,2019.04.27 17:26:36,Autodock 4.2
ZINC00162515_3459,promutation,-6.13,-0.21,2019.04.27 17:26:46,Autodock 4.2
ZINC00210089_2808,promutation,-7.48,-0.44,2019.04.27 17:26:52,Autodock 4.2
ZINC00210094_2844,promutation,-6.9,-0.24,2019.04.27 17:26:58,Autodock 4.2
ZINC00257801_3007,promutation,-7.01,-0.44,2019.04.27 17:27:02,Autodock 4.2
ZINC00296613_3884,promutation,-7.93,0.03,2019.04.27 17:27:11,Autodock 4.2
ZINC00316974_3543,promutation,-7.46,-0.49,2019.04.27 17:27:22,Autodock 4.2
ZINC00324856_3524,promutation,-6.87,0.03,2019.04.27 17:27:26,Autodock 4.2
ZINC00324858_3461,promutation,-7.3,-0.66,2019.04.27 17:27:30,Autodock 4.2
ZINC00389341_3923,promutation,-7.85,-0.37,2019.04.27 17:27:34,Autodock 4.2
ZINC00389532_3846,promutation,-6.11,-0.11,2019.04.27 17:27:44,Autodock 4.2
ZINC00405385_3659,promutation,-5.95,-0.37,2019.04.27 17:27:49,Autodock 4.2
ZINC00408890_3906,promutation,-7.77,-0.58,2019.04.27 17:27:58,Autodock 4.2
ZINC00437169_2972,promutation,-5.64,0.03,2019.04.27 17:28:11,Autodock 4.2
ZINC00486069_3398,promutation,-6.69,-0.14,2019.04.27 17:28:41,Autodock 4.2
ZINC00487643_3213,promutation,-6.32,-0.38,2019.04.27 17:28:46,Autodock 4.2
ZINC00488402_3651,promutation,-6.04,0.05,2019.04.27 17:28:51,Autodock 4.2
