Ligand,Target,Binding Energy,Unbound Energy,Date Created,Info
ZINC00034930_18546,promutation,-7.03,0.04,2019.04.28 22:46:04,Autodock 4.2
ZINC00035451_17872,promutation,-5.88,-0.27,2019.04.28 22:46:08,Autodock 4.2
ZINC00035452_17841,promutation,-5.54,-0.36,2019.04.28 22:46:12,Autodock 4.2
ZINC00041979_17657,promutation,-7.0,-0.39,2019.04.28 22:46:15,Autodock 4.2
ZINC00041980_17663,promutation,-7.04,-0.63,2019.04.28 22:46:21,Autodock 4.2
ZINC00043095_18396,promutation,-7.47,-0.37,2019.04.28 22:46:26,Autodock 4.2
ZINC00051181_18341,promutation,-7.7,-0.38,2019.04.28 22:46:29,Autodock 4.2
ZINC00051182_18292,promutation,-7.91,-0.44,2019.04.28 22:46:33,Autodock 4.2
ZINC00088653_17849,promutation,-7.44,-0.3,2019.04.28 22:46:37,Autodock 4.2
ZINC00090155_18778,promutation,-7.16,-0.03,2019.04.28 22:46:41,Autodock 4.2
ZINC00091016_17525,promutation,-8.08,-0.26,2019.04.28 22:46:46,Autodock 4.2
ZINC00091030_17490,promutation,-8.92,-0.34,2019.04.28 22:46:51,Autodock 4.2
ZINC00091048_17389,promutation,-7.64,-0.24,2019.04.28 22:46:54,Autodock 4.2
ZINC00107556_17866,promutation,-8.13,0.46,2019.04.28 22:46:58,Autodock 4.2
ZINC00117559_18558,promutation,-7.15,-0.72,2019.04.28 22:47:02,Autodock 4.2
ZINC00123031_18695,promutation,-7.2,-0.03,2019.04.28 22:47:06,Autodock 4.2
ZINC00163734_18371,promutation,-7.83,-0.04,2019.04.28 22:47:11,Autodock 4.2
ZINC00178218_18620,promutation,-8.45,-0.46,2019.04.28 22:47:15,Autodock 4.2
ZINC00179374_18220,promutation,-6.51,-0.25,2019.04.28 22:47:19,Autodock 4.2
ZINC00184615_17711,promutation,-7.3,0.87,2019.04.28 22:47:22,Autodock 4.2
ZINC00194607_18640,promutation,-7.04,-0.1,2019.04.28 22:47:26,Autodock 4.2
ZINC00185118_17812,promutation,-6.0,-0.99,2019.04.28 22:47:30,Autodock 4.2
ZINC00201890_18165,promutation,-6.26,0.54,2019.04.28 22:47:35,Autodock 4.2
ZINC00201893_18139,promutation,-6.33,-0.15,2019.04.28 22:47:42,Autodock 4.2
ZINC00202019_17972,promutation,-9.01,-0.03,2019.04.28 22:47:46,Autodock 4.2
ZINC00203987_17669,promutation,-6.97,-0.14,2019.04.28 22:47:50,Autodock 4.2
ZINC00205575_18362,promutation,-7.5,1.64,2019.04.28 22:47:54,Autodock 4.2
ZINC00205579_18349,promutation,-7.17,1.53,2019.04.28 22:47:58,Autodock 4.2
ZINC00206867_17994,promutation,-8.76,-0.69,2019.04.28 22:48:04,Autodock 4.2
ZINC00225579_18486,promutation,-7.59,-0.26,2019.04.28 22:48:09,Autodock 4.2
ZINC00266887_18291,promutation,-7.31,-0.27,2019.04.28 22:48:18,Autodock 4.2
ZINC00266964_18704,promutation,-6.64,-1.14,2019.04.28 22:48:22,Autodock 4.2
ZINC00269424_17991,promutation,-7.6,-0.29,2019.04.28 22:48:26,Autodock 4.2
ZINC00270710_18104,promutation,-7.85,-0.04,2019.04.28 22:48:37,Autodock 4.2
